president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joseph R. Biden Jr.,Adults,10/4/2021,5/19/2021,5/20/2021,Ipsos,B-,1004,a,.67659771,0,56,39,54.7689,38.774852,"","",https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-survey-presidential-approval-tracker-05202021,74831,142458,5/21/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/19/2021,5/22/2021,Morning Consult,B,2200,a,.11282207,0,56,38,54.519281,40.047543,"","",https://assets.morningconsult.com/wp-uploads/2021/06/16171008/210591_crosstabs_MC_ENTERTAINMENT_AVOD_STREAMING_Adults_v1_NP.pdf,74962,142820,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/18/2021,5/24/2021,Morning Consult,B,15000,a,.10989163,0,54,39,52.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74861,142618,5/27/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/18/2021,5/24/2021,Quinnipiac University,A-,1316,a,1.904153,0,49,41,51.20279,40.114627,"","",https://poll.qu.edu/poll-release?releaseid=3810,74854,142584,5/26/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/21/2021,5/23/2021,Léger,B/C,1002,a,.87266939,0,51,38,50.941893,37.33326,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/05/Legers-North-American-Tracker-May-25th-2021_v2.pdf,74850,142550,5/26/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/19/2021,5/25/2021,Morning Consult,B,15000,a,.11118221,0,54,38,52.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74862,142619,5/27/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/20/2021,5/26/2021,Morning Consult,B,15000,a,.11236292,0,54,38,52.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74880,142676,6/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/21/2021,5/24/2021,Morning Consult,B,2200,a,.11535927,0,55,40,53.519281,42.047543,"","",https://assets.morningconsult.com/wp-uploads/2021/05/25072929/210595_crosstabs_POLITICO_Adults_v1_SH.pdf,74845,142516,5/25/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/21/2021,5/24/2021,Morning Consult,B,2200,a,.11535927,0,54,39,52.519281,41.047543,"","",https://morningconsult.com/2021/06/01/ad-supported-streaming-services/,74871,142651,6/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/21/2021,5/27/2021,Morning Consult,B,15000,a,.11509903,0,54,38,52.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74881,142677,6/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/22/2021,5/25/2021,YouGov,B+,1500,a,.88749203,0,52,39,53.398738,38.327638,"","",https://docs.cdn.yougov.com/pxuc7wjg52/econTabReport.pdf,74851,142551,5/26/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/24/2021,5/26/2021,YouGov,B+,1588,a,.93986214,0,49,41,50.398738,40.327638,"","",https://docs.cdn.yougov.com/zjdg6ujrzh/20210526_yahoo_vaccine_tabs.pdf,74869,142645,5/28/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/22/2021,5/28/2021,Morning Consult,B,15000,a,.11782339,0,54,38,52.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74882,142678,6/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/23/2021,5/29/2021,Morning Consult,B,15000,a,.12032133,0,54,38,52.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74883,142679,6/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/25/2021,5/29/2021,Morning Consult,B,2199,a,.12483099,0,56,37,54.519281,39.047543,"","",https://assets.morningconsult.com/wp-uploads/2021/06/17160824/2105116_crosstabs_MC_TECH_Adults_v3_NP-2.pdf,74967,142833,6/21/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/26/2021,5/28/2021,IBD/TIPP,A+,1305,a,2.4174931,0,53,32,53.218712,35.213498,"","",https://www.investors.com/politics/president-biden-honeymoon-with-voters-rolls-into-june-tying-obama-ibd-tipp/,74875,142656,6/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/24/2021,5/30/2021,Morning Consult,B,15000,a,.12164392,0,54,38,52.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74884,142680,6/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/26/2021,5/27/2021,Ipsos,B-,1005,a,.61719729,0,52,44,50.7689,43.774852,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2027%202021.pdf,74868,142625,5/27/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/25/2021,5/31/2021,Morning Consult,B,15000,a,.12351681,0,54,38,52.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74885,142681,6/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/26/2021,6/1/2021,Morning Consult,B,15000,a,.12545312,0,53,38,51.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74886,142682,6/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/27/2021,6/2/2021,Morning Consult,B,15000,a,.1268531,0,53,38,51.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74905,142727,6/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/28/2021,6/3/2021,Morning Consult,B,15000,a,.12828609,0,53,38,51.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74906,142728,6/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/29/2021,6/1/2021,YouGov,B+,1500,a,.98112668,0,50,40,51.398738,39.327638,"","",https://docs.cdn.yougov.com/4876sp4niu/econTabReport.pdf,74878,142667,6/2/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/29/2021,6/4/2021,Morning Consult,B,15000,a,.12975332,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74907,142729,6/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/30/2021,6/5/2021,Morning Consult,B,15000,a,.1306632,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74908,142730,6/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,5/31/2021,6/6/2021,Morning Consult,B,15000,a,.1314867,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74909,142731,6/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/2/2021,6/3/2021,Ipsos,B-,1005,a,.55703781,0,54,42,52.7689,41.774852,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-06/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2003%202021.pdf,74890,142689,6/3/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/1/2021,6/7/2021,Morning Consult,B,15000,a,.13133405,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74910,142732,6/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/2/2021,6/8/2021,Morning Consult,B,15000,a,.13112351,0,52,39,50.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74911,142733,6/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/4/2021,6/6/2021,Léger,B/C,1004,a,.87395858,0,51,38,50.941893,37.33326,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/06/Legers-North-American-Tracker-June-7th-2021_v3.pdf,74895,142699,6/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/4/2021,6/7/2021,Morning Consult,B,2200,a,.13432136,0,54,40,52.519281,42.047543,"","",https://assets.morningconsult.com/wp-uploads/2021/06/09074309/210637_crosstabs_MC_HEALTH_LAB_LEAK_Adults-1.pdf,74901,142714,6/9/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/4/2021,6/8/2021,Morning Consult,B,2200,a,.13432136,0,51,41,49.519281,43.047543,"","",https://assets.morningconsult.com/wp-uploads/2021/06/09162650/210631_crosstabs_MC_BRANDS_PRIDE_MONTH_Adults-1.pdf,74912,142734,6/10/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/3/2021,6/9/2021,Morning Consult,B,15000,a,.1308325,0,52,39,50.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74955,142813,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/4/2021,6/10/2021,Morning Consult,B,15000,a,.13227166,0,52,39,50.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74956,142814,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/6/2021,6/8/2021,YouGov,B+,1500,a,1.0690885,0,50,40,51.398738,39.327638,"","",https://docs.cdn.yougov.com/y3gecetbxy/econTabReport.pdf,74903,142718,6/9/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/5/2021,6/11/2021,Morning Consult,B,15000,a,.13324867,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74957,142815,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/6/2021,6/12/2021,Morning Consult,B,15000,a,.13412483,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74958,142816,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/7/2021,6/13/2021,Morning Consult,B,15000,a,.13501265,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74959,142817,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/9/2021,6/10/2021,Ipsos,B-,1004,a,.36628484,0,55,40,53.7689,39.774852,"","",https://graphics.reuters.com/USA-BIDEN/POLL/nmopagnqapa/index.html,74923,142748,6/11/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/1/2021,6/18/2021,Gallup,B+,1012,a,1.5369563,0,56,42,55.487676,40.410648,"","",https://news.gallup.com/poll/351521/job-approval-biden-steady-congress-down.aspx,74978,142878,6/22/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/8/2021,6/14/2021,Morning Consult,B,15000,a,.13586755,0,52,39,50.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74960,142818,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/9/2021,6/15/2021,Morning Consult,B,15000,a,.13616905,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74961,142819,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/10/2021,6/14/2021,AP-NORC,"",1125,a,1.5075348,0,55,44,51.436634,43.428912,"","",https://apnorc.org/wp-content/uploads/2021/06/Biden-June-topline.pdf,74965,142828,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/9/2021,6/14/2021,Monmouth University,A,810,a,1.5323443,0,48,43,48.421189,42.437825,"","",https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_061621/,74954,142806,6/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/10/2021,6/16/2021,Morning Consult,B,15000,a,.13599226,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74985,142908,6/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/11/2021,6/15/2021,Momentive/SurveyMonkey,C,2309,a,1.2441443,0,53,42,52.701027,41.187423,"","",https://www.surveymonkey.com/curiosity/axios-capitalism-update/,75001,142948,6/25/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/13/2021,6/15/2021,YouGov,B+,1500,a,1.0433235,0,48,43,49.398738,42.327638,"","",https://docs.cdn.yougov.com/1oyiu6tamw/econTabReport.pdf,74953,142796,6/16/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/11/2021,6/17/2021,Ipsos,B-,4420,a,1.4114554,0,55,41,53.7689,40.774852,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-07/Reuters%20Ipsos%20Large%20Issue%20Poll%20%203%20-%2011%20June%20thru%2017%20June%202021%20Topline%20write-up.pdf,75062,143115,7/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/11/2021,6/17/2021,Morning Consult,B,15000,a,.13567501,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74986,142909,6/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/12/2021,6/18/2021,Morning Consult,B,15000,a,.1353421,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74987,142910,6/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/13/2021,6/19/2021,Morning Consult,B,15000,a,.13499254,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74988,142911,6/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/16/2021,6/17/2021,Ipsos,B-,1002,a,.35058926,0,52,42,50.7689,41.774852,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-06/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2017%202021.pdf,74964,142825,6/17/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/14/2021,6/20/2021,Morning Consult,B,15000,a,.13460265,0,53,38,51.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74989,142912,6/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/14/2021,6/19/2021,East Carolina University,B/C,1105,a,1.3244153,0,47.9,40.9,48.846895,41.018847,"","",https://surveyresearch-ecu.reportablenews.com/pr/the-past-and-present-of-covid-19-mandates-and-vaccines-divided-republicans-unified-democrats,75014,142985,6/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/15/2021,6/19/2021,Morning Consult,B,2200,a,.13819205,0,56,38,54.519281,40.047543,"","",https://assets.morningconsult.com/wp-uploads/2021/06/21162128/2106114_crosstabs_MC_SPORTS_COLLEGE_FOOTBALL_PLAYOFFS_Adults_v1_NP.pdf,74975,142873,6/22/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/15/2021,6/21/2021,Morning Consult,B,15000,a,.13434127,0,54,38,52.519281,40.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74990,142913,6/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/17/2021,6/20/2021,American Research Group,C+,1100,a,1.1012644,0,52,43,50.285894,43.736414,"","",https://americanresearchgroup.com/economy/,74969,142844,6/21/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/18/2021,6/20/2021,Léger,B/C,1001,a,.87217046,0,49,40,48.941893,39.33326,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/06/Legers-North-American-Tracker-June-21st-2021.pdf,74976,142874,6/22/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/16/2021,6/22/2021,Morning Consult,B,15000,a,.13406314,0,54,39,52.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,74991,142914,6/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/17/2021,6/23/2021,Morning Consult,B,15000,a,.13379162,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75017,142992,7/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/18/2021,6/24/2021,Morning Consult,B,15000,a,.13337367,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75018,142993,7/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/20/2021,6/22/2021,YouGov,B+,1500,a,.92648879,0,50,40,51.398738,39.327638,"","",https://docs.cdn.yougov.com/lvncclv7qj/econTabReport.pdf,74981,142890,6/23/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/19/2021,6/25/2021,Morning Consult,B,15000,a,.13293758,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75019,142994,7/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/21/2021,6/23/2021,Morning Consult,B,2082,a,.12916215,0,58,38,56.519281,40.047543,"","",https://assets.morningconsult.com/wp-uploads/2021/06/28150502/2106145_crosstabs_ADWEEK_PANDEMIC_SHOPPING_ALCOHOL_Adults_v2_NP.pdf,75007,142962,6/28/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/22/2021,6/24/2021,Morning Consult,B,2200,a,.13731011,0,58,38,56.519281,40.047543,"","",https://morningconsult.com/2021/06/29/nil-college-athletes-compensation/,75010,142970,6/29/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/22/2021,6/24/2021,YouGov,B+,1592,a,.97306045,0,50,43,51.398738,42.327638,"","",https://news.yahoo.com/new-yahoo-news-you-gov-poll-bidens-approval-rating-falls-as-both-republicans-and-democrats-grow-more-concerned-about-crime-090006661.html,75003,142953,6/26/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/20/2021,6/26/2021,Morning Consult,B,15000,a,.13374362,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75020,142995,7/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/21/2021,6/27/2021,Morning Consult,B,15000,a,.13564318,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75021,142996,7/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/23/2021,6/24/2021,Ipsos,B-,1005,a,.51248327,0,53,40,51.7689,39.774852,"","",https://www.ipsos.com/en-us/news_and_polls/ipsos-core-political-survey-presidential-approval-tracker-06242021,74997,142933,6/24/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/22/2021,6/28/2021,Morning Consult,B,15000,a,.13759695,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75022,142997,7/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/23/2021,6/29/2021,Morning Consult,B,15000,a,.13963354,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75023,142998,7/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/22/2021,6/29/2021,Marist College,A,1115,a,1.943003,0,50,43,50.996901,41.829053,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/07/July-2_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_202106031327.pdf#page=3,75027,143005,7/2/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/24/2021,6/30/2021,Morning Consult,B,15000,a,.14167949,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75047,143083,7/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/26/2021,6/29/2021,YouGov,B+,1500,a,.93071819,0,48,43,49.398738,42.327638,"","",https://docs.cdn.yougov.com/jtpvxvlusg/econTabReport.pdf,75012,142977,6/30/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/25/2021,7/1/2021,Morning Consult,B,15000,a,.14363406,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75048,143084,7/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/27/2021,6/30/2021,ABC News/The Washington Post,A+,907,a,1.8169115,0,50,42,50.595064,41.00097,"","",https://docs.google.com/spreadsheets/d/1vM_NbyPRt1xamfYnd0omdSwLZrg5yaCN0kRStaBaGoc/edit#gid=0,75031,143017,7/4/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/26/2021,7/2/2021,Morning Consult,B,15000,a,.1450776,0,52,39,50.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75049,143085,7/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/27/2021,7/3/2021,Morning Consult,B,15000,a,.14657325,0,52,39,50.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75050,143086,7/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/30/2021,7/2/2021,IBD/TIPP,A+,1424,a,2.5937464,0,50,37,50.218712,40.213498,"","",https://www.investors.com/politics/president-joe-biden-job-approval-slides-honeymoon-appears-over-ibd-tipp/,75033,143024,7/6/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/28/2021,7/4/2021,Morning Consult,B,15000,a,.14679033,0,52,39,50.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75051,143087,7/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/30/2021,7/1/2021,Ipsos,B-,1004,a,.60334209,0,51,42,49.7689,41.774852,"","",https://www.ipsos.com/en-us/new-polls/ipsos-core-political-survey-presidential-approval-tracker-07012021,75026,143002,7/1/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/29/2021,7/5/2021,Morning Consult,B,15000,a,.14696038,0,52,39,50.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75052,143088,7/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,6/30/2021,7/6/2021,Morning Consult,B,8596.5,a,.08432157,0,54,38.5,52.519281,40.547543,*,T,https://morningconsult.com/form/global-leader-approval/,75053,143089,7/8/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,7/2/2021,7/4/2021,Léger,B/C,1003,a,.87353357,0,56,43,55.941893,42.33326,"","",https://2g2ckk18vixp3neolz4b6605-wpengine.netdna-ssl.com/wp-content/uploads/2021/07/Legers-North-American-Tracker-July-5th-2021.pdf,75034,143030,7/7/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,7/1/2021,7/7/2021,Morning Consult,B,15000,a,.14601002,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75162,143319,7/15/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,7/3/2021,7/6/2021,YouGov,B+,1500,a,.94318064,0,51,40,52.398738,39.327638,"","",https://docs.cdn.yougov.com/y4ic1h9zy9/econTabReport.pdf,75036,143035,7/7/2021,12:13:12  4 Oct 2021
Joseph R. Biden Jr.,Adults,10/4/2021,7/2/2021,7/8/2021,Morning Consult,B,15000,a,.14422142,0,53,39,51.519281,41.047543,"",T,https://morningconsult.com/form/global-leader-approval/,75163,143320,7/15/2021,12:13:12  4 Oct 2021
